Z,N,AME2003,AME2003_sd,AME2016,AME2016_sd,JYFLTRAP2017,JYFLTRAP2017_sd,TRIUMF2018,TRIUMF2018_sd,RIKEN2018,RIKEN2018_sd,NEW2018,NEW2018_sd
82,250,*,*,*,*,*,*,*,*,*,*,*,*
82,252,*,*,*,*,*,*,*,*,*,*,*,*
82,254,*,*,*,*,*,*,*,*,*,*,*,*
82,256,*,*,*,*,*,*,*,*,*,*,*,*
82,258,*,*,*,*,*,*,*,*,*,*,*,*
82,260,*,*,*,*,*,*,*,*,*,*,*,*
82,262,*,*,*,*,*,*,*,*,*,*,*,*
82,264,*,*,*,*,*,*,*,*,*,*,*,*
82,266,*,*,*,*,*,*,*,*,*,*,*,*
82,268,*,*,*,*,*,*,*,*,*,*,*,*
82,270,*,*,*,*,*,*,*,*,*,*,*,*
82,272,*,*,*,*,*,*,*,*,*,*,*,*
82,274,*,*,*,*,*,*,*,*,*,*,*,*
82,276,*,*,*,*,*,*,*,*,*,*,*,*
82,278,*,*,*,*,*,*,*,*,*,*,*,*
82,280,*,*,*,*,*,*,*,*,*,*,*,*
82,282,*,*,*,*,*,*,*,*,*,*,*,*
82,284,*,*,*,*,*,*,*,*,*,*,*,*
82,286,*,*,*,*,*,*,*,*,*,*,*,*
82,288,*,*,*,*,*,*,*,*,*,*,*,*
82,290,*,*,*,*,*,*,*,*,*,*,*,*
82,292,*,*,*,*,*,*,*,*,*,*,*,*
82,294,*,*,*,*,*,*,*,*,*,*,*,*
82,296,*,*,*,*,*,*,*,*,*,*,*,*
82,298,*,*,*,*,*,*,*,*,*,*,*,*
82,300,*,*,*,*,*,*,*,*,*,*,*,*
84,86,*,*,*,*,*,*,*,*,*,*,*,*
84,88,*,*,*,*,*,*,*,*,*,*,*,*
84,90,*,*,*,*,*,*,*,*,*,*,*,*
84,92,*,*,*,*,*,*,*,*,*,*,*,*
84,94,*,*,*,*,*,*,*,*,*,*,*,*
84,96,*,*,*,*,*,*,*,*,*,*,*,*
84,98,*,*,*,*,*,*,*,*,*,*,*,*
84,100,*,*,*,*,*,*,*,*,*,*,*,*
84,102,*,*,1431.448179,0.018286,*,*,*,*,*,*,*,*
84,104,1452.230148,0.019419,1452.236102,0.019973,*,*,*,*,*,*,*,*
84,106,1472.397641,0.01341,1472.398261,0.013465,*,*,*,*,*,*,*,*
84,108,1492.048317,0.01191,1492.047721,0.01111,*,*,*,*,*,*,*,*
84,110,1511.124733,0.012569,1511.124351,0.012911,*,*,*,*,*,*,*,*
84,112,1529.736783,0.012978,1529.735374,0.013512,*,*,*,*,*,*,*,*
84,114,1547.878373,0.01744,1547.87832,0.017424,*,*,*,*,*,*,*,*
84,116,1565.502094,0.014417,1565.489364,0.007579,*,*,*,*,*,*,*,*
84,118,1582.614474,0.014677,1582.631855,0.00867,*,*,*,*,*,*,*,*
84,120,1599.166426,0.011023,1599.174119,0.011013,*,*,*,*,*,*,*,*
84,122,1615.15725,0.008281,1615.164185,0.004012,*,*,*,*,*,*,*,*
84,124,1630.587663,0.001802,1630.587743,0.001737,*,*,*,*,*,*,*,*
84,126,1645.213853,0.001242,1645.213919,0.001146,*,*,*,*,*,*,*,*
84,128,1655.772838,0.001248,1655.772905,0.001152,*,*,*,*,*,*,*,*
84,130,1666.015967,0.001528,1666.0161,0.001449,*,*,*,*,*,*,*,*
84,132,1675.904846,0.002203,1675.90627,0.001816,*,*,*,*,*,*,*,*
84,134,1685.472995,0.002379,1685.474425,0.001973,*,*,*,*,*,*,*,*
84,136,*,*,1694.7105,0.017698,*,*,*,*,*,*,*,*
84,138,*,*,1703.630332,0.040054,*,*,*,*,*,*,*,*
84,140,*,*,*,*,*,*,*,*,*,*,*,*
84,142,*,*,*,*,*,*,*,*,*,*,*,*
84,144,*,*,*,*,*,*,*,*,*,*,*,*
84,146,*,*,*,*,*,*,*,*,*,*,*,*
84,148,*,*,*,*,*,*,*,*,*,*,*,*
84,150,*,*,*,*,*,*,*,*,*,*,*,*
84,152,*,*,*,*,*,*,*,*,*,*,*,*
84,154,*,*,*,*,*,*,*,*,*,*,*,*
84,156,*,*,*,*,*,*,*,*,*,*,*,*
84,158,*,*,*,*,*,*,*,*,*,*,*,*
84,160,*,*,*,*,*,*,*,*,*,*,*,*
84,162,*,*,*,*,*,*,*,*,*,*,*,*
84,164,*,*,*,*,*,*,*,*,*,*,*,*
84,166,*,*,*,*,*,*,*,*,*,*,*,*
84,168,*,*,*,*,*,*,*,*,*,*,*,*
84,170,*,*,*,*,*,*,*,*,*,*,*,*
84,172,*,*,*,*,*,*,*,*,*,*,*,*
84,174,*,*,*,*,*,*,*,*,*,*,*,*
84,176,*,*,*,*,*,*,*,*,*,*,*,*
84,178,*,*,*,*,*,*,*,*,*,*,*,*
84,180,*,*,*,*,*,*,*,*,*,*,*,*
84,182,*,*,*,*,*,*,*,*,*,*,*,*
84,184,*,*,*,*,*,*,*,*,*,*,*,*
84,186,*,*,*,*,*,*,*,*,*,*,*,*
84,188,*,*,*,*,*,*,*,*,*,*,*,*
84,190,*,*,*,*,*,*,*,*,*,*,*,*
84,192,*,*,*,*,*,*,*,*,*,*,*,*
84,194,*,*,*,*,*,*,*,*,*,*,*,*
84,196,*,*,*,*,*,*,*,*,*,*,*,*
84,198,*,*,*,*,*,*,*,*,*,*,*,*
84,200,*,*,*,*,*,*,*,*,*,*,*,*
84,202,*,*,*,*,*,*,*,*,*,*,*,*
84,204,*,*,*,*,*,*,*,*,*,*,*,*
84,206,*,*,*,*,*,*,*,*,*,*,*,*
84,208,*,*,*,*,*,*,*,*,*,*,*,*
84,210,*,*,*,*,*,*,*,*,*,*,*,*
84,212,*,*,*,*,*,*,*,*,*,*,*,*
84,214,*,*,*,*,*,*,*,*,*,*,*,*
84,216,*,*,*,*,*,*,*,*,*,*,*,*
84,218,*,*,*,*,*,*,*,*,*,*,*,*
84,220,*,*,*,*,*,*,*,*,*,*,*,*
84,222,*,*,*,*,*,*,*,*,*,*,*,*
84,224,*,*,*,*,*,*,*,*,*,*,*,*
84,226,*,*,*,*,*,*,*,*,*,*,*,*
84,228,*,*,*,*,*,*,*,*,*,*,*,*
84,230,*,*,*,*,*,*,*,*,*,*,*,*
84,232,*,*,*,*,*,*,*,*,*,*,*,*
84,234,*,*,*,*,*,*,*,*,*,*,*,*
84,236,*,*,*,*,*,*,*,*,*,*,*,*
84,238,*,*,*,*,*,*,*,*,*,*,*,*
84,240,*,*,*,*,*,*,*,*,*,*,*,*
84,242,*,*,*,*,*,*,*,*,*,*,*,*
84,244,*,*,*,*,*,*,*,*,*,*,*,*
84,246,*,*,*,*,*,*,*,*,*,*,*,*
84,248,*,*,*,*,*,*,*,*,*,*,*,*
84,250,*,*,*,*,*,*,*,*,*,*,*,*
84,252,*,*,*,*,*,*,*,*,*,*,*,*
84,254,*,*,*,*,*,*,*,*,*,*,*,*
84,256,*,*,*,*,*,*,*,*,*,*,*,*
84,258,*,*,*,*,*,*,*,*,*,*,*,*
84,260,*,*,*,*,*,*,*,*,*,*,*,*
84,262,*,*,*,*,*,*,*,*,*,*,*,*
84,264,*,*,*,*,*,*,*,*,*,*,*,*
84,266,*,*,*,*,*,*,*,*,*,*,*,*
84,268,*,*,*,*,*,*,*,*,*,*,*,*
84,270,*,*,*,*,*,*,*,*,*,*,*,*
84,272,*,*,*,*,*,*,*,*,*,*,*,*
84,274,*,*,*,*,*,*,*,*,*,*,*,*
84,276,*,*,*,*,*,*,*,*,*,*,*,*
84,278,*,*,*,*,*,*,*,*,*,*,*,*
84,280,*,*,*,*,*,*,*,*,*,*,*,*
84,282,*,*,*,*,*,*,*,*,*,*,*,*
84,284,*,*,*,*,*,*,*,*,*,*,*,*
84,286,*,*,*,*,*,*,*,*,*,*,*,*
84,288,*,*,*,*,*,*,*,*,*,*,*,*
84,290,*,*,*,*,*,*,*,*,*,*,*,*
84,292,*,*,*,*,*,*,*,*,*,*,*,*
84,294,*,*,*,*,*,*,*,*,*,*,*,*
84,296,*,*,*,*,*,*,*,*,*,*,*,*
84,298,*,*,*,*,*,*,*,*,*,*,*,*
84,300,*,*,*,*,*,*,*,*,*,*,*,*
86,88,*,*,*,*,*,*,*,*,*,*,*,*
86,90,*,*,*,*,*,*,*,*,*,*,*,*
86,92,*,*,*,*,*,*,*,*,*,*,*,*
86,94,*,*,*,*,*,*,*,*,*,*,*,*
86,96,*,*,*,*,*,*,*,*,*,*,*,*
86,98,*,*,*,*,*,*,*,*,*,*,*,*
86,100,*,*,*,*,*,*,*,*,*,*,*,*
86,102,*,*,*,*,*,*,*,*,*,*,*,*
86,104,*,*,*,*,*,*,*,*,*,*,*,*
86,106,*,*,*,*,*,*,*,*,*,*,*,*
86,108,*,*,1492.831535,0.016899,*,*,*,*,*,*,*,*
86,110,1512.727348,0.015042,1512.726675,0.014417,*,*,*,*,*,*,*,*
86,112,1532.071119,0.013091,1532.07066,0.01342,*,*,*,*,*,*,*,*
86,114,1550.989013,0.013226,1550.987702,0.013681,*,*,*,*,*,*,*,*
86,116,1569.40059,0.017543,1569.400208,0.01752,*,*,*,*,*,*,*,*
86,118,1587.252286,0.01454,1587.238402,0.007444,*,*,*,*,*,*,*,*
86,120,1604.526348,0.014769,1604.54381,0.008591,*,*,*,*,*,*,*,*
86,122,1621.201457,0.011149,1621.209072,0.011138,*,*,*,*,*,*,*,*
86,124,1637.294029,0.008558,1637.300886,0.004557,*,*,*,*,*,*,*,*
86,126,1652.498358,0.003182,1652.49836,0.003145,*,*,*,*,*,*,*,*
86,128,1664.301141,0.009199,1664.30113,0.009187,*,*,*,*,*,*,*,*
86,130,1675.86845,0.007312,1675.871156,0.005994,*,*,*,*,*,*,*,*
86,132,1687.049123,0.002373,1687.049313,0.002316,*,*,*,*,*,*,*,*
86,134,1697.795869,0.002203,1697.797218,0.001815,*,*,*,*,*,*,*,*
86,136,1708.178373,0.00236,1708.179725,0.00195,*,*,*,*,*,*,*,*
86,138,*,*,1718.249469,0.009814,*,*,*,*,*,*,*,*
86,140,*,*,1728.090011,0.010477,*,*,*,*,*,*,*,*
86,142,*,*,1737.736374,0.017677,*,*,*,*,*,*,*,*
86,144,*,*,*,*,*,*,*,*,*,*,*,*
86,146,*,*,*,*,*,*,*,*,*,*,*,*
86,148,*,*,*,*,*,*,*,*,*,*,*,*
86,150,*,*,*,*,*,*,*,*,*,*,*,*
86,152,*,*,*,*,*,*,*,*,*,*,*,*
86,154,*,*,*,*,*,*,*,*,*,*,*,*
86,156,*,*,*,*,*,*,*,*,*,*,*,*
86,158,*,*,*,*,*,*,*,*,*,*,*,*
86,160,*,*,*,*,*,*,*,*,*,*,*,*
86,162,*,*,*,*,*,*,*,*,*,*,*,*
86,164,*,*,*,*,*,*,*,*,*,*,*,*
86,166,*,*,*,*,*,*,*,*,*,*,*,*
86,168,*,*,*,*,*,*,*,*,*,*,*,*
86,170,*,*,*,*,*,*,*,*,*,*,*,*
86,172,*,*,*,*,*,*,*,*,*,*,*,*
86,174,*,*,*,*,*,*,*,*,*,*,*,*
86,176,*,*,*,*,*,*,*,*,*,*,*,*
86,178,*,*,*,*,*,*,*,*,*,*,*,*
86,180,*,*,*,*,*,*,*,*,*,*,*,*
86,182,*,*,*,*,*,*,*,*,*,*,*,*
86,184,*,*,*,*,*,*,*,*,*,*,*,*
86,186,*,*,*,*,*,*,*,*,*,*,*,*
86,188,*,*,*,*,*,*,*,*,*,*,*,*
86,190,*,*,*,*,*,*,*,*,*,*,*,*
86,192,*,*,*,*,*,*,*,*,*,*,*,*
86,194,*,*,*,*,*,*,*,*,*,*,*,*
86,196,*,*,*,*,*,*,*,*,*,*,*,*
86,198,*,*,*,*,*,*,*,*,*,*,*,*
86,200,*,*,*,*,*,*,*,*,*,*,*,*
86,202,*,*,*,*,*,*,*,*,*,*,*,*
86,204,*,*,*,*,*,*,*,*,*,*,*,*
86,206,*,*,*,*,*,*,*,*,*,*,*,*
86,208,*,*,*,*,*,*,*,*,*,*,*,*
86,210,*,*,*,*,*,*,*,*,*,*,*,*
86,212,*,*,*,*,*,*,*,*,*,*,*,*
86,214,*,*,*,*,*,*,*,*,*,*,*,*
86,216,*,*,*,*,*,*,*,*,*,*,*,*
86,218,*,*,*,*,*,*,*,*,*,*,*,*
86,220,*,*,*,*,*,*,*,*,*,*,*,*
86,222,*,*,*,*,*,*,*,*,*,*,*,*
86,224,*,*,*,*,*,*,*,*,*,*,*,*
86,226,*,*,*,*,*,*,*,*,*,*,*,*
86,228,*,*,*,*,*,*,*,*,*,*,*,*
86,230,*,*,*,*,*,*,*,*,*,*,*,*
86,232,*,*,*,*,*,*,*,*,*,*,*,*
86,234,*,*,*,*,*,*,*,*,*,*,*,*
86,236,*,*,*,*,*,*,*,*,*,*,*,*
86,238,*,*,*,*,*,*,*,*,*,*,*,*
86,240,*,*,*,*,*,*,*,*,*,*,*,*
86,242,*,*,*,*,*,*,*,*,*,*,*,*
86,244,*,*,*,*,*,*,*,*,*,*,*,*
86,246,*,*,*,*,*,*,*,*,*,*,*,*
86,248,*,*,*,*,*,*,*,*,*,*,*,*
86,250,*,*,*,*,*,*,*,*,*,*,*,*
86,252,*,*,*,*,*,*,*,*,*,*,*,*
86,254,*,*,*,*,*,*,*,*,*,*,*,*
86,256,*,*,*,*,*,*,*,*,*,*,*,*
86,258,*,*,*,*,*,*,*,*,*,*,*,*
86,260,*,*,*,*,*,*,*,*,*,*,*,*
86,262,*,*,*,*,*,*,*,*,*,*,*,*
86,264,*,*,*,*,*,*,*,*,*,*,*,*
86,266,*,*,*,*,*,*,*,*,*,*,*,*
86,268,*,*,*,*,*,*,*,*,*,*,*,*
86,270,*,*,*,*,*,*,*,*,*,*,*,*
86,272,*,*,*,*,*,*,*,*,*,*,*,*
86,274,*,*,*,*,*,*,*,*,*,*,*,*
86,276,*,*,*,*,*,*,*,*,*,*,*,*
86,278,*,*,*,*,*,*,*,*,*,*,*,*
86,280,*,*,*,*,*,*,*,*,*,*,*,*
86,282,*,*,*,*,*,*,*,*,*,*,*,*
86,284,*,*,*,*,*,*,*,*,*,*,*,*
86,286,*,*,*,*,*,*,*,*,*,*,*,*
86,288,*,*,*,*,*,*,*,*,*,*,*,*
86,290,*,*,*,*,*,*,*,*,*,*,*,*
86,292,*,*,*,*,*,*,*,*,*,*,*,*
86,294,*,*,*,*,*,*,*,*,*,*,*,*
86,296,*,*,*,*,*,*,*,*,*,*,*,*
86,298,*,*,*,*,*,*,*,*,*,*,*,*
86,300,*,*,*,*,*,*,*,*,*,*,*,*
88,94,*,*,*,*,*,*,*,*,*,*,*,*
88,96,*,*,*,*,*,*,*,*,*,*,*,*
88,98,*,*,*,*,*,*,*,*,*,*,*,*
88,100,*,*,*,*,*,*,*,*,*,*,*,*
88,102,*,*,*,*,*,*,*,*,*,*,*,*
88,104,*,*,*,*,*,*,*,*,*,*,*,*
88,106,*,*,*,*,*,*,*,*,*,*,*,*
88,108,*,*,*,*,*,*,*,*,*,*,*,*
88,110,*,*,*,*,*,*,*,*,*,*,*,*
88,112,*,*,*,*,*,*,*,*,*,*,*,*
88,114,1552.347792,0.062598,1552.486046,0.015018,*,*,*,*,*,*,*,*
88,116,1571.649141,0.015373,1571.646756,0.015273,*,*,*,*,*,*,*,*
88,118,1590.2811,0.01803,1590.28064,0.018008,*,*,*,*,*,*,*,*
88,120,1608.27492,0.015408,1608.260958,0.009023,*,*,*,*,*,*,*,*
88,122,1625.670381,0.015195,1625.688658,0.009193,*,*,*,*,*,*,*,*
88,124,1642.465508,0.011273,1642.473054,0.011263,*,*,*,*,*,*,*,*
88,126,1658.316219,0.009205,1658.323988,0.00525,*,*,*,*,*,*,*,*
88,128,1671.268356,0.00875,1671.268281,0.008737,*,*,*,*,*,*,*,*
88,130,1684.050911,0.011186,1684.050823,0.011176,*,*,*,*,*,*,*,*
88,132,1696.571755,0.009241,1696.574384,0.008237,*,*,*,*,*,*,*,*
88,134,1708.665982,0.004571,1708.667077,0.004454,*,*,*,*,*,*,*,*
88,136,1720.302711,0.002203,1720.303984,0.001813,*,*,*,*,*,*,*,*
88,138,1731.603438,0.002346,1731.604713,0.001933,*,*,*,*,*,*,*,*
88,140,1742.47338,0.002434,1742.474904,0.001996,*,*,*,*,*,*,*,*
88,142,1753.039999,0.012109,1753.041502,0.010296,*,*,*,*,*,*,*,*
88,144,*,*,1763.203491,0.009151,*,*,*,*,*,*,*,*
88,146,*,*,1772.912451,0.008383,*,*,*,*,*,*,*,*
88,148,*,*,*,*,*,*,*,*,*,*,*,*
88,150,*,*,*,*,*,*,*,*,*,*,*,*
88,152,*,*,*,*,*,*,*,*,*,*,*,*
88,154,*,*,*,*,*,*,*,*,*,*,*,*
88,156,*,*,*,*,*,*,*,*,*,*,*,*
88,158,*,*,*,*,*,*,*,*,*,*,*,*
88,160,*,*,*,*,*,*,*,*,*,*,*,*
88,162,*,*,*,*,*,*,*,*,*,*,*,*
88,164,*,*,*,*,*,*,*,*,*,*,*,*
88,166,*,*,*,*,*,*,*,*,*,*,*,*
88,168,*,*,*,*,*,*,*,*,*,*,*,*
88,170,*,*,*,*,*,*,*,*,*,*,*,*
88,172,*,*,*,*,*,*,*,*,*,*,*,*
88,174,*,*,*,*,*,*,*,*,*,*,*,*
88,176,*,*,*,*,*,*,*,*,*,*,*,*
88,178,*,*,*,*,*,*,*,*,*,*,*,*
88,180,*,*,*,*,*,*,*,*,*,*,*,*
88,182,*,*,*,*,*,*,*,*,*,*,*,*
88,184,*,*,*,*,*,*,*,*,*,*,*,*
88,186,*,*,*,*,*,*,*,*,*,*,*,*
88,188,*,*,*,*,*,*,*,*,*,*,*,*
88,190,*,*,*,*,*,*,*,*,*,*,*,*
88,192,*,*,*,*,*,*,*,*,*,*,*,*
88,194,*,*,*,*,*,*,*,*,*,*,*,*
88,196,*,*,*,*,*,*,*,*,*,*,*,*
88,198,*,*,*,*,*,*,*,*,*,*,*,*
88,200,*,*,*,*,*,*,*,*,*,*,*,*
88,202,*,*,*,*,*,*,*,*,*,*,*,*
88,204,*,*,*,*,*,*,*,*,*,*,*,*
88,206,*,*,*,*,*,*,*,*,*,*,*,*
88,208,*,*,*,*,*,*,*,*,*,*,*,*
88,210,*,*,*,*,*,*,*,*,*,*,*,*
88,212,*,*,*,*,*,*,*,*,*,*,*,*
88,214,*,*,*,*,*,*,*,*,*,*,*,*
88,216,*,*,*,*,*,*,*,*,*,*,*,*
88,218,*,*,*,*,*,*,*,*,*,*,*,*
88,220,*,*,*,*,*,*,*,*,*,*,*,*
88,222,*,*,*,*,*,*,*,*,*,*,*,*
88,224,*,*,*,*,*,*,*,*,*,*,*,*
88,226,*,*,*,*,*,*,*,*,*,*,*,*
88,228,*,*,*,*,*,*,*,*,*,*,*,*
88,230,*,*,*,*,*,*,*,*,*,*,*,*
88,232,*,*,*,*,*,*,*,*,*,*,*,*
88,234,*,*,*,*,*,*,*,*,*,*,*,*
88,236,*,*,*,*,*,*,*,*,*,*,*,*
88,238,*,*,*,*,*,*,*,*,*,*,*,*
88,240,*,*,*,*,*,*,*,*,*,*,*,*
88,242,*,*,*,*,*,*,*,*,*,*,*,*
88,244,*,*,*,*,*,*,*,*,*,*,*,*
88,246,*,*,*,*,*,*,*,*,*,*,*,*
88,248,*,*,*,*,*,*,*,*,*,*,*,*
88,250,*,*,*,*,*,*,*,*,*,*,*,*
88,252,*,*,*,*,*,*,*,*,*,*,*,*
88,254,*,*,*,*,*,*,*,*,*,*,*,*
88,256,*,*,*,*,*,*,*,*,*,*,*,*
88,258,*,*,*,*,*,*,*,*,*,*,*,*
88,260,*,*,*,*,*,*,*,*,*,*,*,*
88,262,*,*,*,*,*,*,*,*,*,*,*,*
88,264,*,*,*,*,*,*,*,*,*,*,*,*
88,266,*,*,*,*,*,*,*,*,*,*,*,*
88,268,*,*,*,*,*,*,*,*,*,*,*,*
88,270,*,*,*,*,*,*,*,*,*,*,*,*
88,272,*,*,*,*,*,*,*,*,*,*,*,*
88,274,*,*,*,*,*,*,*,*,*,*,*,*
88,276,*,*,*,*,*,*,*,*,*,*,*,*
88,278,*,*,*,*,*,*,*,*,*,*,*,*
88,280,*,*,*,*,*,*,*,*,*,*,*,*
88,282,*,*,*,*,*,*,*,*,*,*,*,*
88,284,*,*,*,*,*,*,*,*,*,*,*,*
88,286,*,*,*,*,*,*,*,*,*,*,*,*
88,288,*,*,*,*,*,*,*,*,*,*,*,*
88,290,*,*,*,*,*,*,*,*,*,*,*,*
88,292,*,*,*,*,*,*,*,*,*,*,*,*
88,294,*,*,*,*,*,*,*,*,*,*,*,*
88,296,*,*,*,*,*,*,*,*,*,*,*,*
88,298,*,*,*,*,*,*,*,*,*,*,*,*
88,300,*,*,*,*,*,*,*,*,*,*,*,*
90,98,*,*,*,*,*,*,*,*,*,*,*,*
90,100,*,*,*,*,*,*,*,*,*,*,*,*
90,102,*,*,*,*,*,*,*,*,*,*,*,*
90,104,*,*,*,*,*,*,*,*,*,*,*,*
90,106,*,*,*,*,*,*,*,*,*,*,*,*
90,108,*,*,*,*,*,*,*,*,*,*,*,*
90,110,*,*,*,*,*,*,*,*,*,*,*,*
90,112,*,*,*,*,*,*,*,*,*,*,*,*
90,114,*,*,*,*,*,*,*,*,*,*,*,*
90,116,*,*,*,*,*,*,*,*,*,*,*,*
90,118,*,*,1591.740418,0.03419,*,*,*,*,*,*,*,*
90,120,1610.524193,0.025008,1610.507338,0.018909,*,*,*,*,*,*,*,*
90,122,1628.618359,0.018474,1628.598612,0.010109,*,*,*,*,*,*,*,*
90,124,1646.140089,0.016817,1646.157171,0.010661,*,*,*,*,*,*,*,*
90,126,1662.690398,0.012923,1662.69636,0.012042,*,*,*,*,*,*,*,*
90,128,1676.762895,0.012952,1676.770586,0.010516,*,*,*,*,*,*,*,*
90,130,1690.611017,0.022171,1690.610863,0.022166,*,*,*,*,*,*,*,*
90,132,1704.219654,0.012288,1704.219488,0.012279,*,*,*,*,*,*,*,*
90,134,1717.56895,0.010952,1717.571501,0.01012,*,*,*,*,*,*,*,*
90,136,1730.510811,0.004707,1730.510237,0.004481,*,*,*,*,*,*,*,*
90,138,1743.078318,0.002201,1743.079522,0.001807,*,*,*,*,*,*,*,*
90,140,1755.129166,0.001792,1755.130549,0.00121,*,*,*,*,*,*,*,*
90,142,1766.687471,0.001991,1766.688994,0.001422,*,*,*,*,*,*,*,*
90,144,1777.664129,0.0035,1777.665405,0.002589,*,*,*,*,*,*,*,*
90,146,*,*,1788.165852,0.013972,*,*,*,*,*,*,*,*
90,148,*,*,*,*,*,*,*,*,*,*,*,*
90,150,*,*,*,*,*,*,*,*,*,*,*,*
90,152,*,*,*,*,*,*,*,*,*,*,*,*
90,154,*,*,*,*,*,*,*,*,*,*,*,*
90,156,*,*,*,*,*,*,*,*,*,*,*,*
90,158,*,*,*,*,*,*,*,*,*,*,*,*
90,160,*,*,*,*,*,*,*,*,*,*,*,*
90,162,*,*,*,*,*,*,*,*,*,*,*,*
90,164,*,*,*,*,*,*,*,*,*,*,*,*
90,166,*,*,*,*,*,*,*,*,*,*,*,*
90,168,*,*,*,*,*,*,*,*,*,*,*,*
90,170,*,*,*,*,*,*,*,*,*,*,*,*
90,172,*,*,*,*,*,*,*,*,*,*,*,*
90,174,*,*,*,*,*,*,*,*,*,*,*,*
90,176,*,*,*,*,*,*,*,*,*,*,*,*
90,178,*,*,*,*,*,*,*,*,*,*,*,*
90,180,*,*,*,*,*,*,*,*,*,*,*,*
90,182,*,*,*,*,*,*,*,*,*,*,*,*
90,184,*,*,*,*,*,*,*,*,*,*,*,*
90,186,*,*,*,*,*,*,*,*,*,*,*,*
90,188,*,*,*,*,*,*,*,*,*,*,*,*
90,190,*,*,*,*,*,*,*,*,*,*,*,*
90,192,*,*,*,*,*,*,*,*,*,*,*,*
90,194,*,*,*,*,*,*,*,*,*,*,*,*
90,196,*,*,*,*,*,*,*,*,*,*,*,*
90,198,*,*,*,*,*,*,*,*,*,*,*,*
90,200,*,*,*,*,*,*,*,*,*,*,*,*
90,202,*,*,*,*,*,*,*,*,*,*,*,*
90,204,*,*,*,*,*,*,*,*,*,*,*,*
90,206,*,*,*,*,*,*,*,*,*,*,*,*
90,208,*,*,*,*,*,*,*,*,*,*,*,*
90,210,*,*,*,*,*,*,*,*,*,*,*,*
90,212,*,*,*,*,*,*,*,*,*,*,*,*
90,214,*,*,*,*,*,*,*,*,*,*,*,*
90,216,*,*,*,*,*,*,*,*,*,*,*,*
90,218,*,*,*,*,*,*,*,*,*,*,*,*
90,220,*,*,*,*,*,*,*,*,*,*,*,*
90,222,*,*,*,*,*,*,*,*,*,*,*,*
90,224,*,*,*,*,*,*,*,*,*,*,*,*
90,226,*,*,*,*,*,*,*,*,*,*,*,*
90,228,*,*,*,*,*,*,*,*,*,*,*,*
90,230,*,*,*,*,*,*,*,*,*,*,*,*
90,232,*,*,*,*,*,*,*,*,*,*,*,*
90,234,*,*,*,*,*,*,*,*,*,*,*,*
90,236,*,*,*,*,*,*,*,*,*,*,*,*
90,238,*,*,*,*,*,*,*,*,*,*,*,*
90,240,*,*,*,*,*,*,*,*,*,*,*,*
90,242,*,*,*,*,*,*,*,*,*,*,*,*
90,244,*,*,*,*,*,*,*,*,*,*,*,*
90,246,*,*,*,*,*,*,*,*,*,*,*,*
90,248,*,*,*,*,*,*,*,*,*,*,*,*
90,250,*,*,*,*,*,*,*,*,*,*,*,*
90,252,*,*,*,*,*,*,*,*,*,*,*,*
90,254,*,*,*,*,*,*,*,*,*,*,*,*
90,256,*,*,*,*,*,*,*,*,*,*,*,*
90,258,*,*,*,*,*,*,*,*,*,*,*,*
90,260,*,*,*,*,*,*,*,*,*,*,*,*
90,262,*,*,*,*,*,*,*,*,*,*,*,*
90,264,*,*,*,*,*,*,*,*,*,*,*,*
90,266,*,*,*,*,*,*,*,*,*,*,*,*
90,268,*,*,*,*,*,*,*,*,*,*,*,*
90,270,*,*,*,*,*,*,*,*,*,*,*,*
90,272,*,*,*,*,*,*,*,*,*,*,*,*
90,274,*,*,*,*,*,*,*,*,*,*,*,*
90,276,*,*,*,*,*,*,*,*,*,*,*,*
90,278,*,*,*,*,*,*,*,*,*,*,*,*
90,280,*,*,*,*,*,*,*,*,*,*,*,*
90,282,*,*,*,*,*,*,*,*,*,*,*,*
90,284,*,*,*,*,*,*,*,*,*,*,*,*
90,286,*,*,*,*,*,*,*,*,*,*,*,*
90,288,*,*,*,*,*,*,*,*,*,*,*,*
90,290,*,*,*,*,*,*,*,*,*,*,*,*
90,292,*,*,*,*,*,*,*,*,*,*,*,*
90,294,*,*,*,*,*,*,*,*,*,*,*,*
90,296,*,*,*,*,*,*,*,*,*,*,*,*
90,298,*,*,*,*,*,*,*,*,*,*,*,*
90,300,*,*,*,*,*,*,*,*,*,*,*,*
92,100,*,*,*,*,*,*,*,*,*,*,*,*
92,102,*,*,*,*,*,*,*,*,*,*,*,*
92,104,*,*,*,*,*,*,*,*,*,*,*,*
92,106,*,*,*,*,*,*,*,*,*,*,*,*
92,108,*,*,*,*,*,*,*,*,*,*,*,*
92,110,*,*,*,*,*,*,*,*,*,*,*,*
92,112,*,*,*,*,*,*,*,*,*,*,*,*
92,114,*,*,*,*,*,*,*,*,*,*,*,*
92,116,*,*,*,*,*,*,*,*,*,*,*,*
92,118,*,*,*,*,*,*,*,*,*,*,*,*
92,120,*,*,*,*,*,*,*,*,*,*,*,*
92,122,*,*,*,*,*,*,*,*,*,*,*,*
92,124,*,*,1648.363674,0.028093,*,*,*,*,*,*,*,*
92,126,1665.649324,0.030519,1665.678053,0.013714,*,*,*,*,*,*,*,*
92,128,*,*,*,*,*,*,*,*,*,*,*,*
92,130,*,*,1695.585106,0.051994,*,*,*,*,*,*,*,*
